用户（身份证）,信用评级,平台类型
420000198310198038,37,CreditCard
360000196505059294,82,CreditCard
140000200207192781,86,CreditCard
41000019990520636X,95,CreditCard
340000200405273950,14,CreditCard
140000198906280756,51,CreditCard
630000197609162384,94,CreditCard
540000199205133218,93,CreditCard
500000196606093084,90,CreditCard
500000197507144581,37,CreditCard
140000195409193850,50,CreditCard
360000195204179167,31,CreditCard
230000196106215158,66,CreditCard
350000199606133846,78,CreditCard
320000200510086248,96,CreditCard
150000199905240265,45,CreditCard
520000199704119660,15,CreditCard
31000019660324526X,90,CreditCard
120000200604111363,93,CreditCard
440000195710312848,92,CreditCard
320000198512258592,17,CreditCard
520000199906279662,83,CreditCard
340000197305155995,46,CreditCard
140000200505201463,70,CreditCard
150000196209119580,0,CreditCard
13000019930821775X,60,CreditCard
640000197206078892,33,CreditCard
360000199804306092,95,CreditCard
620000197601247509,14,CreditCard
34000019820623545X,25,CreditCard
370000199509192397,89,CreditCard
230000196201165646,40,CreditCard
130000199306194152,77,CreditCard
530000197608114256,30,CreditCard
340000198904074606,95,CreditCard
640000199304296921,48,CreditCard
220000197706031064,81,CreditCard
520000195401020796,83,CreditCard
450000195506064797,50,CreditCard
130000197807307152,29,CreditCard
430000197101073498,25,CreditCard
64000019630412689X,34,CreditCard
140000198601237044,83,CreditCard
130000195703166843,34,CreditCard
350000199006200478,97,CreditCard
110000200601273891,5,CreditCard
610000196204142731,37,CreditCard
310000196207190017,95,CreditCard
440000196608220060,72,CreditCard
540000198412083175,75,CreditCard
110000200104024296,26,CreditCard
450000199906019184,68,CreditCard
440000196102095696,35,CreditCard
640000197804147456,36,CreditCard
370000199208155269,36,CreditCard
150000197608227233,13,CreditCard
650000195002204191,32,CreditCard
220000200407207300,85,CreditCard
230000196310262728,90,CreditCard
350000197408313230,68,CreditCard
360000200009149871,36,CreditCard
430000197010164300,3,CreditCard
360000196807183143,94,CreditCard
150000198704074438,23,CreditCard
370000195606132654,97,CreditCard
530000199811226316,84,CreditCard
620000200203028188,18,CreditCard
500000199108057201,86,CreditCard
430000198404216833,15,CreditCard
610000199209274665,48,CreditCard
210000198903256265,68,CreditCard
430000200010065534,21,CreditCard
110000197104304795,95,CreditCard
210000198101076027,64,CreditCard
35000019790711368X,11,CreditCard
130000195104251018,94,CreditCard
330000197705187222,10,CreditCard
500000195104166939,13,CreditCard
450000195605203094,86,CreditCard
52000019981001554X,25,CreditCard
610000196510024004,92,CreditCard
140000196003011003,13,CreditCard
53000020000410385X,81,CreditCard
61000019790820988X,31,CreditCard
360000199510057860,93,CreditCard
350000200302113147,40,CreditCard
210000198409040493,27,CreditCard
500000198912055624,62,CreditCard
36000019601202937X,75,CreditCard
110000199304114792,69,CreditCard
420000195310222735,9,CreditCard
110000196207060901,35,CreditCard
410000197408210342,79,CreditCard
61000019710616064X,43,CreditCard
510000200307225965,16,CreditCard
540000200304029411,7,CreditCard
350000198304026362,81,CreditCard
640000197105238260,38,CreditCard
410000198207280779,45,CreditCard
140000196106202347,89,CreditCard
370000199402033273,89,CreditCard
620000195206081714,53,CreditCard
110000198411259183,56,CreditCard
410000199305208847,57,CreditCard
61000019810225562X,85,CreditCard
540000199809264825,65,CreditCard
540000195505161511,16,CreditCard
140000197306087755,43,CreditCard
630000195907254798,0,CreditCard
630000199703223162,98,CreditCard
310000197504259505,56,CreditCard
350000200606254045,60,CreditCard
220000197703301970,91,CreditCard
230000197212129127,72,CreditCard
150000199511054953,25,CreditCard
340000200508231809,50,CreditCard
50000019540604059X,80,CreditCard
460000195412262225,8,CreditCard
530000199405296255,50,CreditCard
370000197906075945,71,CreditCard
230000198206203209,80,CreditCard
350000195910174548,79,CreditCard
350000200512262570,89,CreditCard
150000199401185725,16,CreditCard
460000199906010405,70,CreditCard
620000195511104513,14,CreditCard
230000196210115798,38,CreditCard
430000195112140810,95,CreditCard
630000200608237799,6,CreditCard
330000198009128063,15,CreditCard
610000200609205947,18,CreditCard
13000019790604209X,32,CreditCard
500000197909259947,38,CreditCard
340000195902022948,1,CreditCard
330000195407112696,61,CreditCard
15000019800705583X,98,CreditCard
630000198102134506,5,CreditCard
610000195705089700,35,CreditCard
33000019840615357X,9,CreditCard
360000198009279123,31,CreditCard
640000198206059936,55,CreditCard
530000196306143348,87,CreditCard
36000019850522130X,52,CreditCard
210000200603183930,65,CreditCard
620000195203076485,37,CreditCard
320000199306299646,61,CreditCard
620000196906208063,75,CreditCard
640000197401046001,98,CreditCard
430000197411144538,3,CreditCard
130000196503208425,2,CreditCard
350000199707214397,89,CreditCard
420000196008317199,11,CreditCard
530000197805276270,66,CreditCard
450000199704176296,49,CreditCard
220000196805037301,9,CreditCard
42000019601018257X,24,CreditCard
140000198803139987,11,CreditCard
370000196512068334,33,CreditCard
220000197201309120,51,CreditCard
35000019601102580X,78,CreditCard
510000196808061808,38,CreditCard
340000195507303117,31,CreditCard
310000195910269646,14,CreditCard
410000197712043577,21,CreditCard
520000196906083113,52,CreditCard
410000196402217135,23,CreditCard
42000019790130466X,21,CreditCard
510000198807187723,82,CreditCard
420000198010272443,78,CreditCard
450000197106053852,40,CreditCard
520000197510215268,22,CreditCard
430000199205164027,88,CreditCard
630000200203077045,57,CreditCard
340000196903092993,6,CreditCard
220000197812301590,64,CreditCard
460000199004297152,81,CreditCard
440000200411158637,9,CreditCard
130000199112018791,76,CreditCard
370000199608285185,94,CreditCard
65000019970310145X,69,CreditCard
320000199203272774,84,CreditCard
420000195109093484,79,CreditCard
61000020041209426X,50,CreditCard
430000198905273801,15,CreditCard
420000195405186079,4,CreditCard
110000196309217682,41,CreditCard
120000197601053781,40,CreditCard
230000197405210968,91,CreditCard
320000200210198707,80,CreditCard
140000196409247032,15,CreditCard
330000198806099832,87,CreditCard
330000196312250011,37,CreditCard
130000200407272928,12,CreditCard
520000197809212344,14,CreditCard
340000200611102669,98,CreditCard
620000199603298982,24,CreditCard
350000198803245009,81,CreditCard
520000199206258246,60,CreditCard
430000197012237403,37,CreditCard
330000197902068310,48,CreditCard
370000198106132125,6,CreditCard
620000200410263746,34,CreditCard
450000200010263438,99,CreditCard
340000196611059307,84,CreditCard
150000197011093033,74,CreditCard
350000198603301731,97,CreditCard
150000197406141925,56,CreditCard
350000196710085115,8,CreditCard
520000197706102097,99,CreditCard
130000197607090710,95,CreditCard
640000198510095341,67,CreditCard
310000196104143293,69,CreditCard
500000199709056060,7,CreditCard
320000195905255559,51,CreditCard
430000196911065524,74,CreditCard
500000196001039667,63,CreditCard
610000195007222084,7,CreditCard
130000200202279712,59,CreditCard
610000199911268281,8,CreditCard
320000195202190103,78,CreditCard
610000195702147223,9,CreditCard
630000199301160293,68,CreditCard
410000197003231858,96,CreditCard
460000198412213793,53,CreditCard
530000198004257787,27,CreditCard
230000197908255404,100,CreditCard
320000200612112590,61,CreditCard
360000197205215368,59,CreditCard
640000196706263117,13,CreditCard
520000196805307317,36,CreditCard
640000200111179855,3,CreditCard
360000199009031384,10,CreditCard
410000195912080277,93,CreditCard
610000197911176070,89,CreditCard
430000200112219733,2,CreditCard
440000198303138698,85,CreditCard
31000019740529580X,61,CreditCard
460000199501266808,96,CreditCard
370000199807088563,83,CreditCard
370000196811044981,51,CreditCard
410000198810043807,17,CreditCard
11000019670624799X,98,CreditCard
230000196601124579,72,CreditCard
13000019831203162X,10,CreditCard
150000199007038217,48,CreditCard
540000198802139103,6,CreditCard
420000195410248705,90,CreditCard
360000198904205323,30,CreditCard
370000196312204717,40,CreditCard
520000197012243768,11,CreditCard
440000196808033737,56,CreditCard
520000195301230665,47,CreditCard
230000195406042290,21,CreditCard
120000196502121908,32,CreditCard
220000197810082929,45,CreditCard
410000198708015674,80,CreditCard
340000197905069767,96,CreditCard
610000195207136762,10,CreditCard
360000197509181283,30,CreditCard
420000198611064295,54,CreditCard
430000196302082193,68,CreditCard
220000198303044818,59,CreditCard
230000198606049714,81,CreditCard
370000195610246371,17,CreditCard
640000195503309766,95,CreditCard
540000198711215617,85,CreditCard
330000196904077814,48,CreditCard
530000200407247559,78,CreditCard
540000197509102198,23,CreditCard
630000198705203443,86,CreditCard
540000199707305059,69,CreditCard
620000195011043152,85,CreditCard
440000195205268604,32,CreditCard
610000198612140021,65,CreditCard
130000195805093745,26,CreditCard
520000200205312728,28,CreditCard
110000198511157969,52,CreditCard
370000196612213981,60,CreditCard
110000200306134071,14,CreditCard
120000196309126440,20,CreditCard
430000195307156353,68,CreditCard
330000199903308514,90,CreditCard
130000196004274196,66,CreditCard
360000200607085804,62,CreditCard
230000196407293088,26,CreditCard
110000197010195786,60,CreditCard
51000019670306798X,71,CreditCard
640000196007056338,69,CreditCard
330000197205299367,95,CreditCard
310000197302244268,58,CreditCard
230000196305216620,78,CreditCard
620000200210022438,91,CreditCard
610000197711123142,77,CreditCard
330000198005073093,13,CreditCard
460000198107303725,78,CreditCard
450000195901049175,23,CreditCard
12000020060509653X,30,CreditCard
63000019570920372X,84,CreditCard
360000198811306811,34,CreditCard
45000019780127602X,38,CreditCard
150000197912178624,54,CreditCard
150000197407082285,92,CreditCard
340000196104226019,22,CreditCard
610000199202090927,92,CreditCard
210000199306180631,18,CreditCard
430000198312160764,25,CreditCard
640000195412238691,69,CreditCard
630000196507023944,32,CreditCard
220000197702039237,53,CreditCard
460000197911262368,61,CreditCard
530000199909131008,8,CreditCard
210000196403135126,99,CreditCard
640000196607146492,47,CreditCard
310000198312273593,66,CreditCard
320000195204152581,71,CreditCard
500000196804218319,41,CreditCard
230000199411192726,82,CreditCard
640000195710046153,33,CreditCard
630000197605249028,5,CreditCard
110000197510313857,14,CreditCard
310000198809108147,50,CreditCard
430000198009115178,34,CreditCard
460000196105023499,14,CreditCard
650000199408176328,0,CreditCard
360000196602106902,28,CreditCard
140000196408020581,12,CreditCard
210000197110077131,51,CreditCard
410000197706097237,89,CreditCard
500000198602286857,58,CreditCard
350000198209019359,3,CreditCard
500000196604087975,43,CreditCard
320000199005085257,55,CreditCard
120000196405133173,55,CreditCard
12000020040315376X,40,CreditCard
650000199611057260,77,CreditCard
450000195412065553,55,CreditCard
640000197207294992,45,CreditCard
150000200103149190,1,CreditCard
110000196111175261,16,CreditCard
610000195904286555,27,CreditCard
360000198008254979,59,CreditCard
430000200612064766,41,CreditCard
210000195310017644,5,CreditCard
370000200612308947,69,CreditCard
220000196207020710,46,CreditCard
410000199602015283,31,CreditCard
410000200007272416,22,CreditCard
510000197103144915,67,CreditCard
440000195112084726,25,CreditCard
510000200206040582,19,CreditCard
320000196811156693,77,CreditCard
140000195305314582,3,CreditCard
140000195501225034,38,CreditCard
320000195505280026,53,CreditCard
370000196904098794,54,CreditCard
630000197712159669,15,CreditCard
640000196407109240,56,CreditCard
530000196208304507,89,CreditCard
440000199101083566,82,CreditCard
330000197510164354,7,CreditCard
360000198103163477,52,CreditCard
360000195511149750,25,CreditCard
360000199510150344,27,CreditCard
440000198404293558,30,CreditCard
350000195806143821,69,CreditCard
610000197612281647,84,CreditCard
620000199305213071,71,CreditCard
460000199010298258,64,CreditCard
650000196003179906,53,CreditCard
430000199106062420,58,CreditCard
220000197405264446,79,CreditCard
340000199004161645,29,CreditCard
540000195512140217,30,CreditCard
350000198802270587,0,CreditCard
230000199412079880,32,CreditCard
21000019610326812X,31,CreditCard
620000198705226627,52,CreditCard
610000200609295727,32,CreditCard
150000195712010393,4,CreditCard
440000198606029114,16,CreditCard
230000198807223344,80,CreditCard
34000019540722573X,7,CreditCard
450000199901122879,54,CreditCard
540000197609097787,44,CreditCard
530000195806011849,88,CreditCard
140000199006231128,52,CreditCard
140000198809205439,90,CreditCard
130000200205212601,35,CreditCard
410000197506222021,35,CreditCard
360000199707152204,79,CreditCard
650000198708157669,100,CreditCard
220000198411284405,50,CreditCard
640000199303054488,8,CreditCard
500000196909275002,96,CreditCard
110000199608068828,46,CreditCard
320000198709111690,90,CreditCard
330000197012254322,88,CreditCard
110000200001163779,75,CreditCard
510000198407124117,2,CreditCard
420000198109102436,44,CreditCard
230000198912053500,68,CreditCard
530000199804064195,40,CreditCard
620000200004293827,49,CreditCard
450000197004099665,78,CreditCard
230000200603044889,3,CreditCard
520000199507216074,34,CreditCard
150000197208273302,59,CreditCard
450000199505246394,15,CreditCard
520000196909257414,31,CreditCard
31000019960414427X,57,CreditCard
410000195309079538,5,CreditCard
130000196506049140,12,CreditCard
220000199901015392,3,CreditCard
420000200001140326,88,CreditCard
350000196007211263,69,CreditCard
130000198503143579,19,CreditCard
410000197907243755,17,CreditCard
440000200303126080,55,CreditCard
500000196310288093,22,CreditCard
410000197606103628,46,CreditCard
420000198310284008,1,CreditCard
450000195901225570,61,CreditCard
230000199304146097,57,CreditCard
440000199210016557,88,CreditCard
370000197611199588,20,CreditCard
410000195511126713,95,CreditCard
530000200409109758,10,CreditCard
130000197911296895,47,CreditCard
210000196611248803,36,CreditCard
610000196912245280,7,CreditCard
150000197403241840,87,CreditCard
62000019890920979X,44,CreditCard
420000199512040081,46,CreditCard
370000198206150128,10,CreditCard
530000195509174481,3,CreditCard
340000195403126750,34,CreditCard
110000199509290407,81,CreditCard
420000195109247340,47,CreditCard
630000195307235550,46,CreditCard
220000195209168298,86,CreditCard
500000195409236213,34,CreditCard
