用户（身份证）,信用评级,平台类型
230000200311237662,59,WeChat
540000195608310102,60,WeChat
360000196409119250,23,WeChat
420000197710144480,82,WeChat
430000195409262720,61,WeChat
650000198301218917,50,WeChat
130000195909157838,38,WeChat
640000196512070253,36,WeChat
350000197405188577,76,WeChat
350000200605115860,52,WeChat
230000197003146123,47,WeChat
610000197110267060,90,WeChat
110000198012172240,5,WeChat
640000197811300586,15,WeChat
510000196109158029,36,WeChat
430000199411012024,54,WeChat
520000195503010521,38,WeChat
430000199208107909,74,WeChat
230000196501088777,28,WeChat
150000195003162829,76,WeChat
210000196709160025,11,WeChat
230000196201085320,52,WeChat
510000199103282356,89,WeChat
420000197608042509,30,WeChat
330000195007112355,50,WeChat
140000196406305743,41,WeChat
420000196807177604,94,WeChat
620000199109113508,28,WeChat
360000197904053732,94,WeChat
33000019540213161X,88,WeChat
45000019551024984X,23,WeChat
450000200304084427,86,WeChat
370000197407290595,54,WeChat
230000196609096285,41,WeChat
650000196707169044,63,WeChat
230000197601078212,29,WeChat
430000196305254771,36,WeChat
640000199904103492,25,WeChat
520000195004072509,17,WeChat
210000197304074756,61,WeChat
630000196509174818,78,WeChat
500000199805205433,39,WeChat
460000198305286014,86,WeChat
450000196810187171,89,WeChat
63000019701025061X,89,WeChat
450000198408110503,10,WeChat
210000198103019253,1,WeChat
230000197108026072,83,WeChat
340000200307150068,52,WeChat
320000200302275538,34,WeChat
330000199109126115,94,WeChat
520000195107236553,41,WeChat
340000200108015293,95,WeChat
130000197911292712,5,WeChat
610000195207285370,32,WeChat
440000199303089878,69,WeChat
320000195906213289,29,WeChat
450000195307187815,31,WeChat
520000196912250002,27,WeChat
520000198107121565,40,WeChat
440000196104271227,45,WeChat
33000019720615344X,4,WeChat
320000197201211899,63,WeChat
120000199805271990,65,WeChat
510000196711247710,2,WeChat
230000195608206193,90,WeChat
320000199301076304,5,WeChat
14000019600823971X,81,WeChat
510000196209038825,97,WeChat
610000196510153279,17,WeChat
420000200310176437,97,WeChat
620000197703315242,76,WeChat
650000196701020396,22,WeChat
230000200207218576,86,WeChat
130000198804099129,30,WeChat
530000197711062132,80,WeChat
460000197702171275,52,WeChat
330000197101194667,67,WeChat
150000198310033078,79,WeChat
110000197408273844,90,WeChat
230000196007077327,17,WeChat
440000197004197538,46,WeChat
620000196906047829,18,WeChat
630000198511020876,89,WeChat
32000019720106178X,8,WeChat
110000196709211589,98,WeChat
320000199308123097,23,WeChat
540000199507186403,77,WeChat
420000198704300621,28,WeChat
65000019800809875X,68,WeChat
610000199506056437,93,WeChat
640000197801089035,89,WeChat
460000198701215859,100,WeChat
620000196109011743,61,WeChat
360000195112125516,34,WeChat
610000195603166752,31,WeChat
320000195009104736,69,WeChat
320000196101034974,1,WeChat
650000199002260263,2,WeChat
530000196712018390,72,WeChat
370000198604074677,64,WeChat
510000196007015641,7,WeChat
370000196803303007,40,WeChat
370000198409027891,79,WeChat
350000196006140029,51,WeChat
500000198812293406,34,WeChat
410000195008162354,89,WeChat
150000197312015565,58,WeChat
52000019990513367X,14,WeChat
510000195107273934,99,WeChat
360000198708105421,28,WeChat
610000198602158762,77,WeChat
500000200109183897,17,WeChat
640000198804021129,16,WeChat
650000196703155390,56,WeChat
350000197411084600,21,WeChat
36000019521118567X,20,WeChat
310000199901056794,66,WeChat
640000197403194569,42,WeChat
410000196504158412,44,WeChat
510000199208048953,96,WeChat
340000196505145391,79,WeChat
330000195704225929,71,WeChat
220000200206081369,31,WeChat
460000200404263862,22,WeChat
210000195308275409,9,WeChat
650000197807231866,37,WeChat
350000197511239649,5,WeChat
460000199005201490,86,WeChat
63000019861122581X,25,WeChat
37000019500301101X,47,WeChat
110000199008166993,56,WeChat
61000019790823185X,96,WeChat
33000019990412395X,93,WeChat
140000196407071141,57,WeChat
130000200507030141,4,WeChat
610000198305053833,7,WeChat
530000195804070554,46,WeChat
220000197912138612,80,WeChat
430000195307104342,18,WeChat
330000198008199441,58,WeChat
340000198112174190,98,WeChat
220000200610099819,25,WeChat
150000197912080598,95,WeChat
460000196506253930,21,WeChat
230000198411166152,84,WeChat
510000199607144256,86,WeChat
370000198301074821,33,WeChat
500000200408226359,4,WeChat
120000198904019251,95,WeChat
530000198211219599,63,WeChat
640000197004236768,53,WeChat
430000196112164083,37,WeChat
440000197411197156,92,WeChat
110000199006139705,11,WeChat
420000197601149696,43,WeChat
460000198501048929,18,WeChat
31000019940221361X,61,WeChat
220000200108071570,5,WeChat
370000200311150971,91,WeChat
410000196902117114,70,WeChat
530000198607090760,38,WeChat
310000200403115638,43,WeChat
510000196603085224,69,WeChat
620000198905262753,92,WeChat
120000199311181776,47,WeChat
310000198808250977,40,WeChat
440000198408165529,70,WeChat
36000019690820277X,67,WeChat
640000199609164698,17,WeChat
450000200505174998,71,WeChat
370000196809098067,20,WeChat
530000197503284603,66,WeChat
340000197403203436,26,WeChat
120000195712232230,33,WeChat
370000195505282717,99,WeChat
120000199908247221,43,WeChat
460000198806253237,83,WeChat
540000198905139528,82,WeChat
230000196312036513,26,WeChat
330000197008204154,52,WeChat
460000199809227899,26,WeChat
420000197903094045,72,WeChat
500000195502177596,98,WeChat
230000195610209342,100,WeChat
15000019840201574X,64,WeChat
450000197706111470,90,WeChat
61000019710306154X,81,WeChat
110000200502202182,33,WeChat
370000199511062882,48,WeChat
320000197401170729,32,WeChat
220000195609237977,3,WeChat
530000196701241255,3,WeChat
610000196802059006,94,WeChat
610000198503181537,38,WeChat
620000200006157191,53,WeChat
410000196207227178,85,WeChat
430000196409258312,1,WeChat
640000197804148918,72,WeChat
420000198805079954,90,WeChat
620000200205249961,69,WeChat
120000196703201699,69,WeChat
510000198601040769,16,WeChat
410000200207285115,35,WeChat
210000198505020847,69,WeChat
430000198211193735,3,WeChat
220000196101018399,42,WeChat
410000197612120811,93,WeChat
310000198704194990,47,WeChat
370000200111035960,4,WeChat
140000199909031629,4,WeChat
410000198311084794,72,WeChat
610000198909066010,55,WeChat
150000196909255073,71,WeChat
520000199701163025,55,WeChat
640000200604285840,65,WeChat
520000198205029850,97,WeChat
370000200305152583,1,WeChat
640000200303118061,28,WeChat
120000197411112445,81,WeChat
220000197605151681,79,WeChat
360000197710280021,4,WeChat
640000198507253046,71,WeChat
510000195001064587,93,WeChat
410000198006021869,17,WeChat
330000195510079249,43,WeChat
230000199804052337,24,WeChat
440000196801266036,26,WeChat
370000195608042935,75,WeChat
500000199403088924,96,WeChat
220000195209101229,49,WeChat
420000195010043495,56,WeChat
220000199501013208,48,WeChat
230000199501195066,96,WeChat
450000195308124760,57,WeChat
510000199703310795,44,WeChat
440000197009101355,33,WeChat
420000195311073794,52,WeChat
430000198808010022,36,WeChat
620000197702021605,57,WeChat
520000200106056482,51,WeChat
34000019910114541X,43,WeChat
440000195801149126,40,WeChat
220000198307136007,84,WeChat
460000196712233877,0,WeChat
210000198805036744,28,WeChat
500000196612279889,75,WeChat
520000198805194286,51,WeChat
320000199007265729,48,WeChat
350000196104041008,28,WeChat
620000198411260205,85,WeChat
430000200604020165,27,WeChat
210000195707189591,64,WeChat
370000198209122624,75,WeChat
140000195801089644,52,WeChat
310000199811113927,21,WeChat
500000195812093005,77,WeChat
350000198207212606,6,WeChat
430000197903098902,16,WeChat
610000197211052122,65,WeChat
430000196411222730,66,WeChat
630000199910219385,40,WeChat
520000195610251902,52,WeChat
230000195304230645,68,WeChat
460000195009202257,92,WeChat
370000199805079807,7,WeChat
610000195908094294,22,WeChat
310000196106054323,21,WeChat
370000199102124632,5,WeChat
650000196104222491,9,WeChat
130000197705026691,0,WeChat
50000019550730665X,61,WeChat
140000197912134400,3,WeChat
350000195311179187,60,WeChat
370000196307070005,3,WeChat
460000197510188777,28,WeChat
520000197710268364,91,WeChat
150000200512102609,46,WeChat
110000197212027780,70,WeChat
500000197807110674,27,WeChat
350000197108043902,81,WeChat
230000196601293022,63,WeChat
54000019700131419X,63,WeChat
130000198309017886,33,WeChat
440000198708015434,6,WeChat
530000200304131422,62,WeChat
420000199811059882,68,WeChat
430000195110089468,63,WeChat
640000195205173020,57,WeChat
510000200007192997,43,WeChat
360000198808273115,51,WeChat
410000198409307407,64,WeChat
320000196011051412,20,WeChat
510000195503151656,98,WeChat
520000196712268232,4,WeChat
340000199212264964,96,WeChat
150000196009131139,78,WeChat
45000019640123642X,32,WeChat
310000198810015319,88,WeChat
210000199909077035,34,WeChat
510000197101269992,80,WeChat
340000198911179449,27,WeChat
350000196110108133,35,WeChat
130000198510188636,52,WeChat
340000195802042458,23,WeChat
370000195603267051,94,WeChat
510000196404195834,37,WeChat
420000198412012214,65,WeChat
360000199711291784,85,WeChat
330000196409223108,71,WeChat
510000198609038313,67,WeChat
640000198311121236,54,WeChat
460000196907159056,5,WeChat
230000199603130124,35,WeChat
150000199312184974,15,WeChat
340000198407137506,73,WeChat
220000197607067846,85,WeChat
210000197211074730,33,WeChat
520000198908278204,24,WeChat
340000198209060317,35,WeChat
340000199510293384,94,WeChat
54000019820115499X,7,WeChat
360000196207088839,0,WeChat
43000019770119666X,73,WeChat
460000198411272900,8,WeChat
110000195801096566,35,WeChat
150000200304113020,10,WeChat
420000198210031185,0,WeChat
350000197202016935,99,WeChat
230000197105233906,38,WeChat
450000195302106107,43,WeChat
110000197204224020,53,WeChat
130000198610114570,10,WeChat
33000020060815591X,4,WeChat
340000200212295571,1,WeChat
51000019891030668X,22,WeChat
440000198111107635,20,WeChat
650000196803281669,21,WeChat
500000196903017774,14,WeChat
53000019510130035X,79,WeChat
410000198001268520,81,WeChat
420000197308178471,42,WeChat
650000197607117153,12,WeChat
310000197710192962,46,WeChat
150000195004035215,18,WeChat
220000200209147407,80,WeChat
46000019991031599X,55,WeChat
230000197505164225,39,WeChat
230000199710010611,17,WeChat
130000198809292147,86,WeChat
530000196108293978,63,WeChat
460000197201175657,2,WeChat
230000196707060497,100,WeChat
440000197708256380,21,WeChat
150000196510078976,72,WeChat
210000199105209020,56,WeChat
150000197111101053,8,WeChat
500000197508268850,74,WeChat
410000200312095436,23,WeChat
640000198507177768,85,WeChat
460000197909056872,39,WeChat
370000198806059264,85,WeChat
120000195111096739,58,WeChat
350000196201124497,77,WeChat
230000197906170810,65,WeChat
320000195701147863,50,WeChat
610000198507043596,24,WeChat
420000195906218657,23,WeChat
610000200303248215,88,WeChat
150000196301283762,82,WeChat
450000196008088344,50,WeChat
360000197403276989,96,WeChat
500000200011268198,28,WeChat
140000195207144604,21,WeChat
450000195905064882,19,WeChat
370000197309073327,66,WeChat
150000195607144146,23,WeChat
500000200405295682,1,WeChat
150000200107069729,91,WeChat
220000199504195801,44,WeChat
150000198510308267,82,WeChat
140000198602176773,98,WeChat
640000199411129459,8,WeChat
610000196503275497,65,WeChat
120000198503182103,43,WeChat
130000197611147951,44,WeChat
440000198405307237,26,WeChat
61000019910723235X,30,WeChat
310000200107111309,81,WeChat
310000197602084593,86,WeChat
50000020000314673X,48,WeChat
370000198003174074,5,WeChat
500000199907219895,61,WeChat
620000199711281993,20,WeChat
440000198810248808,96,WeChat
520000195003281894,55,WeChat
430000195405184833,16,WeChat
520000197211255403,87,WeChat
350000196701205525,100,WeChat
330000200003286124,55,WeChat
310000195302011756,45,WeChat
310000200109265862,18,WeChat
500000196406155797,21,WeChat
45000019721119020X,52,WeChat
370000197510189321,10,WeChat
460000198407121990,9,WeChat
360000197306288195,29,WeChat
140000199311119896,87,WeChat
320000198911040320,95,WeChat
340000196612309056,24,WeChat
210000195804128379,1,WeChat
440000197811183976,0,WeChat
220000199504183798,50,WeChat
130000197502134692,78,WeChat
350000196310030676,74,WeChat
500000198109175192,47,WeChat
330000199501077151,21,WeChat
360000196806114103,58,WeChat
120000195302067543,14,WeChat
510000198909295442,57,WeChat
450000196102097036,23,WeChat
140000198108231896,70,WeChat
130000198112273819,78,WeChat
640000197412201679,75,WeChat
43000019800602705X,44,WeChat
520000197206252515,52,WeChat
320000199006210443,43,WeChat
130000197906084062,89,WeChat
35000020000906637X,21,WeChat
130000195409117928,44,WeChat
510000200210117124,78,WeChat
350000198407236282,57,WeChat
110000199102173030,60,WeChat
460000198508036488,21,WeChat
360000196508129390,11,WeChat
340000195812284813,90,WeChat
500000200106049895,78,WeChat
520000200004046742,76,WeChat
110000199902282841,41,WeChat
130000200203064975,81,WeChat
350000197905207332,16,WeChat
410000197907256775,96,WeChat
620000200601019148,57,WeChat
310000196806195610,35,WeChat
41000019720823418X,60,WeChat
530000196310024747,11,WeChat
530000195004137861,28,WeChat
460000195607035591,40,WeChat
430000195106069042,24,WeChat
510000197309213170,94,WeChat
13000019530911800X,56,WeChat
53000020051211722X,44,WeChat
320000199801192854,28,WeChat
520000197108134996,99,WeChat
510000195605274710,30,WeChat
460000198207281674,68,WeChat
54000020051223564X,18,WeChat
43000020000822724X,3,WeChat
460000197506149548,95,WeChat
510000199808202205,23,WeChat
420000200204200456,66,WeChat
430000196104077502,34,WeChat
510000200312030775,58,WeChat
650000196907259263,93,WeChat
43000019821223405X,32,WeChat
130000197912037561,48,WeChat
320000199304029597,55,WeChat
510000197601015032,89,WeChat
51000019600411154X,70,WeChat
500000197104192749,41,WeChat
460000198903236869,59,WeChat
61000020060506688X,45,WeChat
360000199811123921,11,WeChat
530000198301058821,42,WeChat
21000020040629827X,51,WeChat
430000195308094465,37,WeChat
64000019801207883X,83,WeChat
370000197510276337,63,WeChat
640000196006134752,23,WeChat
640000197710258673,100,WeChat
120000196907073799,62,WeChat
640000199405034218,45,WeChat
440000197511138110,0,WeChat
150000200305161139,60,WeChat
220000199010265216,41,WeChat
410000197402150721,6,WeChat
640000197710153564,82,WeChat
33000019791116286X,82,WeChat
620000196202142190,64,WeChat
46000020010530955X,44,WeChat
230000196209236429,71,WeChat
330000195007288991,35,WeChat
150000196601095093,84,WeChat
430000200310037658,82,WeChat
460000195210044852,15,WeChat
370000198807099241,88,WeChat
650000195908283498,75,WeChat
420000197906271879,47,WeChat
540000196112096653,45,WeChat
120000198006207306,82,WeChat
450000195510126540,71,WeChat
620000197203053979,35,WeChat
370000197512171707,40,WeChat
510000198505280260,74,WeChat
370000198009111605,75,WeChat
440000195101067242,70,WeChat
620000198003315369,70,WeChat
64000019710403838X,11,WeChat
510000197908209253,10,WeChat
330000200106112995,65,WeChat
640000195710227018,29,WeChat
460000196005081851,33,WeChat
460000195808128751,32,WeChat
130000197903074301,60,WeChat
230000199405195023,65,WeChat
360000196903142990,94,WeChat
52000019530920850X,13,WeChat
330000196805256155,45,WeChat
120000195612225914,1,WeChat
320000196103134573,16,WeChat
510000195303219054,43,WeChat
540000199701080231,15,WeChat
430000197412148864,29,WeChat
650000195405041622,10,WeChat
32000019870613263X,15,WeChat
500000198605045207,2,WeChat
360000200104115100,67,WeChat
420000196608064308,89,WeChat
410000195110091089,70,WeChat
640000195701107495,80,WeChat
350000199201147422,15,WeChat
110000195411218994,3,WeChat
440000200501133337,23,WeChat
230000199501150925,89,WeChat
350000200502157881,78,WeChat
620000196706028033,16,WeChat
46000019820813449X,30,WeChat
330000200501205702,41,WeChat
410000197201281899,33,WeChat
420000196412214554,37,WeChat
340000197710301511,78,WeChat
110000195411257467,75,WeChat
220000196604201259,88,WeChat
340000196907314426,15,WeChat
530000195210040390,16,WeChat
430000200507110353,14,WeChat
340000198306102099,54,WeChat
500000195908077632,26,WeChat
440000199101232656,99,WeChat
430000198304218620,99,WeChat
150000197712057633,79,WeChat
14000019781107367X,73,WeChat
440000196609277050,83,WeChat
650000196706099232,50,WeChat
610000195808215060,28,WeChat
22000019511011090X,100,WeChat
520000199804017119,7,WeChat
420000200509196873,79,WeChat
310000197003265843,47,WeChat
460000196508200066,98,WeChat
130000200404107564,1,WeChat
12000019861011013X,75,WeChat
350000200011022229,74,WeChat
460000199704014440,47,WeChat
210000199706049130,21,WeChat
440000196405254850,91,WeChat
